sku,customer,period_date,quantity,revenue
SKU-073,Alfa Industries,2025-11-03,62,47282.44
SKU-073,Beta Manufacturing,2025-11-03,43,32792.66
SKU-073,Gamma Tools,2025-11-03,33,25166.46
SKU-073,Delta Corp,2025-11-03,19,14489.78
SKU-073,Alfa Industries,2025-11-10,44,33555.28
SKU-073,Beta Manufacturing,2025-11-10,31,23641.22
SKU-073,Gamma Tools,2025-11-10,20,15252.4
SKU-073,Delta Corp,2025-11-10,10,7626.2
SKU-073,Alfa Industries,2025-11-17,44,33555.28
SKU-073,Beta Manufacturing,2025-11-17,34,25929.08
SKU-073,Gamma Tools,2025-11-17,21,16015.02
SKU-073,Delta Corp,2025-11-17,22,16777.64
SKU-073,Alfa Industries,2025-11-24,31,23641.22
SKU-073,Beta Manufacturing,2025-11-24,28,21353.36
SKU-073,Gamma Tools,2025-11-24,14,10676.68
SKU-073,Delta Corp,2025-11-24,8,6100.96
SKU-073,Alfa Industries,2025-12-01,24,18302.88
SKU-073,Beta Manufacturing,2025-12-01,19,14489.78
SKU-073,Gamma Tools,2025-12-01,13,9914.06
SKU-073,Delta Corp,2025-12-01,9,6863.58
SKU-073,Alfa Industries,2025-12-08,59,44994.58
SKU-073,Beta Manufacturing,2025-12-08,39,29742.18
SKU-073,Gamma Tools,2025-12-08,30,22878.6
SKU-073,Delta Corp,2025-12-08,16,12201.92
SKU-073,Alfa Industries,2025-12-15,40,30504.8
SKU-073,Beta Manufacturing,2025-12-15,30,22878.6
SKU-073,Gamma Tools,2025-12-15,15,11439.3
SKU-073,Delta Corp,2025-12-15,9,6863.58
SKU-073,Alfa Industries,2025-12-22,35,26691.7
SKU-073,Beta Manufacturing,2025-12-22,33,25166.46
SKU-073,Gamma Tools,2025-12-22,23,17540.26
SKU-073,Delta Corp,2025-12-22,4,3050.48
SKU-073,Alfa Industries,2025-12-29,29,22115.98
SKU-073,Beta Manufacturing,2025-12-29,20,15252.4
SKU-073,Gamma Tools,2025-12-29,9,6863.58
SKU-073,Delta Corp,2025-12-29,11,8388.82
SKU-073,Alfa Industries,2026-01-05,35,26691.7
SKU-073,Beta Manufacturing,2026-01-05,23,17540.26
SKU-073,Gamma Tools,2026-01-05,18,13727.16
SKU-073,Delta Corp,2026-01-05,11,8388.82
SKU-073,Alfa Industries,2026-01-12,41,31267.42
SKU-073,Beta Manufacturing,2026-01-12,36,27454.32
SKU-073,Gamma Tools,2026-01-12,21,16015.02
SKU-073,Delta Corp,2026-01-12,4,3050.48
SKU-073,Alfa Industries,2026-01-19,52,39656.24
SKU-073,Beta Manufacturing,2026-01-19,44,33555.28
SKU-073,Gamma Tools,2026-01-19,34,25929.08
SKU-073,Delta Corp,2026-01-19,10,7626.2
SKU-073,Alfa Industries,2026-01-26,58,44231.96
SKU-073,Beta Manufacturing,2026-01-26,48,36605.76
SKU-073,Gamma Tools,2026-01-26,31,23641.22
SKU-073,Delta Corp,2026-01-26,25,19065.5
SKU-073,Alfa Industries,2026-02-02,23,17540.26
SKU-073,Beta Manufacturing,2026-02-02,17,12964.54
SKU-073,Gamma Tools,2026-02-02,12,9151.44
SKU-073,Alfa Industries,2026-02-09,48,36605.76
SKU-073,Beta Manufacturing,2026-02-09,34,25929.08
SKU-073,Gamma Tools,2026-02-09,25,19065.5
SKU-073,Delta Corp,2026-02-09,11,8388.82
SKU-073,Alfa Industries,2026-02-16,69,52620.78
SKU-073,Beta Manufacturing,2026-02-16,62,47282.44
SKU-073,Gamma Tools,2026-02-16,29,22115.98
SKU-073,Delta Corp,2026-02-16,22,16777.64
SKU-073,Alfa Industries,2026-02-23,66,50332.92
SKU-073,Beta Manufacturing,2026-02-23,47,35843.14
SKU-073,Gamma Tools,2026-02-23,32,24403.84
SKU-073,Delta Corp,2026-02-23,13,9914.06
SKU-073,Alfa Industries,2026-03-02,68,51858.16
SKU-073,Beta Manufacturing,2026-03-02,39,29742.18
SKU-073,Gamma Tools,2026-03-02,36,27454.32
SKU-073,Delta Corp,2026-03-02,22,16777.64
SKU-074,Alfa Industries,2025-03-10,25,592.5
SKU-074,Beta Manufacturing,2025-03-10,20,474.0
SKU-074,Gamma Tools,2025-03-10,12,284.4
SKU-074,Delta Corp,2025-03-10,10,237.0
SKU-074,Alfa Industries,2025-03-17,26,616.2
SKU-074,Beta Manufacturing,2025-03-17,18,426.6
SKU-074,Gamma Tools,2025-03-17,11,260.7
SKU-074,Delta Corp,2025-03-17,3,71.1
SKU-074,Alfa Industries,2025-03-24,17,402.9
SKU-074,Beta Manufacturing,2025-03-24,14,331.8
SKU-074,Gamma Tools,2025-03-24,8,189.6
SKU-074,Delta Corp,2025-03-24,3,71.1
SKU-074,Alfa Industries,2025-03-31,35,829.5
SKU-074,Beta Manufacturing,2025-03-31,25,592.5
SKU-074,Gamma Tools,2025-03-31,13,308.1
SKU-074,Delta Corp,2025-03-31,8,189.6
SKU-074,Alfa Industries,2025-04-07,24,568.8
SKU-074,Beta Manufacturing,2025-04-07,16,379.2
SKU-074,Gamma Tools,2025-04-07,8,189.6
SKU-074,Delta Corp,2025-04-07,8,189.6
SKU-074,Alfa Industries,2025-04-14,20,474.0
SKU-074,Beta Manufacturing,2025-04-14,15,355.5
SKU-074,Gamma Tools,2025-04-14,11,260.7
SKU-074,Delta Corp,2025-04-14,4,94.8
SKU-074,Alfa Industries,2025-04-21,21,497.7
SKU-074,Beta Manufacturing,2025-04-21,15,355.5
SKU-074,Gamma Tools,2025-04-21,9,213.3
SKU-074,Delta Corp,2025-04-21,10,237.0
SKU-074,Alfa Industries,2025-04-28,22,521.4
SKU-074,Beta Manufacturing,2025-04-28,17,402.9
SKU-074,Gamma Tools,2025-04-28,9,213.3
SKU-074,Delta Corp,2025-04-28,7,165.9
SKU-074,Alfa Industries,2025-05-05,33,782.1
SKU-074,Beta Manufacturing,2025-05-05,21,497.7
SKU-074,Gamma Tools,2025-05-05,11,260.7
SKU-074,Delta Corp,2025-05-05,5,118.5
SKU-074,Alfa Industries,2025-05-12,41,971.7
SKU-074,Beta Manufacturing,2025-05-12,30,711.0
SKU-074,Gamma Tools,2025-05-12,24,568.8
SKU-074,Delta Corp,2025-05-12,6,142.2
SKU-074,Alfa Industries,2025-05-19,36,853.2
SKU-074,Beta Manufacturing,2025-05-19,28,663.6
SKU-074,Gamma Tools,2025-05-19,19,450.3
SKU-074,Delta Corp,2025-05-19,6,142.2
SKU-074,Alfa Industries,2025-05-26,26,616.2
SKU-074,Beta Manufacturing,2025-05-26,19,450.3
SKU-074,Gamma Tools,2025-05-26,13,308.1
SKU-074,Delta Corp,2025-05-26,7,165.9
SKU-074,Alfa Industries,2025-06-02,30,711.0
SKU-074,Beta Manufacturing,2025-06-02,26,616.2
SKU-074,Gamma Tools,2025-06-02,15,355.5
SKU-074,Delta Corp,2025-06-02,11,260.7
SKU-074,Alfa Industries,2025-06-09,30,711.0
SKU-074,Beta Manufacturing,2025-06-09,19,450.3
SKU-074,Gamma Tools,2025-06-09,15,355.5
SKU-074,Delta Corp,2025-06-09,12,284.4
SKU-074,Alfa Industries,2025-06-16,26,616.2
SKU-074,Beta Manufacturing,2025-06-16,17,402.9
SKU-074,Gamma Tools,2025-06-16,13,308.1
SKU-074,Delta Corp,2025-06-16,7,165.9
SKU-074,Alfa Industries,2025-06-23,43,1019.1
SKU-074,Beta Manufacturing,2025-06-23,26,616.2
SKU-074,Gamma Tools,2025-06-23,23,545.1
SKU-074,Delta Corp,2025-06-23,4,94.8
SKU-074,Alfa Industries,2025-06-30,24,568.8
SKU-074,Beta Manufacturing,2025-06-30,21,497.7
SKU-074,Gamma Tools,2025-06-30,15,355.5
SKU-074,Delta Corp,2025-06-30,8,189.6
SKU-074,Alfa Industries,2025-07-07,25,592.5
SKU-074,Beta Manufacturing,2025-07-07,20,474.0
SKU-074,Gamma Tools,2025-07-07,15,355.5
SKU-074,Delta Corp,2025-07-07,10,237.0
SKU-074,Alfa Industries,2025-07-14,16,379.2
SKU-074,Beta Manufacturing,2025-07-14,12,284.4
SKU-074,Gamma Tools,2025-07-14,6,142.2
SKU-074,Delta Corp,2025-07-14,3,71.1
SKU-074,Alfa Industries,2025-07-21,35,829.5
SKU-074,Beta Manufacturing,2025-07-21,26,616.2
SKU-074,Gamma Tools,2025-07-21,15,355.5
SKU-074,Delta Corp,2025-07-21,7,165.9
SKU-074,Alfa Industries,2025-07-28,21,497.7
SKU-074,Beta Manufacturing,2025-07-28,17,402.9
SKU-074,Gamma Tools,2025-07-28,13,308.1
SKU-074,Delta Corp,2025-07-28,7,165.9
SKU-074,Alfa Industries,2025-08-04,27,639.9
SKU-074,Beta Manufacturing,2025-08-04,21,497.7
SKU-074,Gamma Tools,2025-08-04,17,402.9
SKU-074,Delta Corp,2025-08-04,5,118.5
SKU-074,Alfa Industries,2025-08-11,39,924.3
SKU-074,Beta Manufacturing,2025-08-11,30,711.0
SKU-074,Gamma Tools,2025-08-11,20,474.0
SKU-074,Delta Corp,2025-08-11,3,71.1
SKU-074,Alfa Industries,2025-08-18,36,853.2
SKU-074,Beta Manufacturing,2025-08-18,24,568.8
SKU-074,Gamma Tools,2025-08-18,18,426.6
SKU-074,Delta Corp,2025-08-18,7,165.9
SKU-074,Alfa Industries,2025-08-25,38,900.6
SKU-074,Beta Manufacturing,2025-08-25,25,592.5
SKU-074,Gamma Tools,2025-08-25,18,426.6
SKU-074,Delta Corp,2025-08-25,6,142.2
SKU-074,Alfa Industries,2025-09-01,41,971.7
SKU-074,Beta Manufacturing,2025-09-01,27,639.9
SKU-074,Gamma Tools,2025-09-01,22,521.4
SKU-074,Delta Corp,2025-09-01,2,47.4
SKU-074,Alfa Industries,2025-09-08,48,1137.6
SKU-074,Beta Manufacturing,2025-09-08,30,711.0
SKU-074,Gamma Tools,2025-09-08,25,592.5
SKU-074,Alfa Industries,2025-09-15,30,711.0
SKU-074,Beta Manufacturing,2025-09-15,23,545.1
SKU-074,Gamma Tools,2025-09-15,18,426.6
SKU-074,Delta Corp,2025-09-15,7,165.9
SKU-074,Alfa Industries,2025-09-22,33,782.1
SKU-074,Beta Manufacturing,2025-09-22,23,545.1
SKU-074,Gamma Tools,2025-09-22,19,450.3
SKU-074,Delta Corp,2025-09-22,9,213.3
SKU-074,Alfa Industries,2025-09-29,36,853.2
SKU-074,Beta Manufacturing,2025-09-29,29,687.3
SKU-074,Gamma Tools,2025-09-29,18,426.6
SKU-074,Delta Corp,2025-09-29,6,142.2
SKU-074,Alfa Industries,2025-10-06,42,995.4
SKU-074,Beta Manufacturing,2025-10-06,35,829.5
SKU-074,Gamma Tools,2025-10-06,15,355.5
SKU-074,Delta Corp,2025-10-06,2,47.4
SKU-074,Alfa Industries,2025-10-13,37,876.9
SKU-074,Beta Manufacturing,2025-10-13,29,687.3
SKU-074,Gamma Tools,2025-10-13,19,450.3
SKU-074,Delta Corp,2025-10-13,9,213.3
SKU-074,Alfa Industries,2025-10-20,41,971.7
SKU-074,Beta Manufacturing,2025-10-20,29,687.3
SKU-074,Gamma Tools,2025-10-20,30,711.0
SKU-074,Delta Corp,2025-10-20,1,23.7
SKU-074,Alfa Industries,2025-10-27,42,995.4
SKU-074,Beta Manufacturing,2025-10-27,33,782.1
SKU-074,Gamma Tools,2025-10-27,23,545.1
SKU-074,Alfa Industries,2025-11-03,36,853.2
SKU-074,Beta Manufacturing,2025-11-03,26,616.2
SKU-074,Gamma Tools,2025-11-03,13,308.1
SKU-074,Delta Corp,2025-11-03,11,260.7
SKU-074,Alfa Industries,2025-11-10,32,758.4
SKU-074,Beta Manufacturing,2025-11-10,28,663.6
SKU-074,Gamma Tools,2025-11-10,18,426.6
SKU-074,Delta Corp,2025-11-10,19,450.3
SKU-074,Alfa Industries,2025-11-17,41,971.7
SKU-074,Beta Manufacturing,2025-11-17,28,663.6
SKU-074,Gamma Tools,2025-11-17,18,426.6
SKU-074,Delta Corp,2025-11-17,14,331.8
SKU-074,Alfa Industries,2025-11-24,50,1185.0
SKU-074,Beta Manufacturing,2025-11-24,33,782.1
SKU-074,Gamma Tools,2025-11-24,25,592.5
SKU-074,Delta Corp,2025-11-24,14,331.8
SKU-074,Alfa Industries,2025-12-01,46,1090.2
SKU-074,Beta Manufacturing,2025-12-01,33,782.1
SKU-074,Gamma Tools,2025-12-01,22,521.4
SKU-074,Delta Corp,2025-12-01,8,189.6
SKU-074,Alfa Industries,2025-12-08,52,1232.4
SKU-074,Beta Manufacturing,2025-12-08,32,758.4
SKU-074,Gamma Tools,2025-12-08,26,616.2
SKU-074,Delta Corp,2025-12-08,2,47.4
SKU-074,Alfa Industries,2025-12-15,48,1137.6
SKU-074,Beta Manufacturing,2025-12-15,45,1066.5
SKU-074,Gamma Tools,2025-12-15,24,568.8
SKU-074,Delta Corp,2025-12-15,18,426.6
SKU-074,Alfa Industries,2025-12-22,33,782.1
SKU-074,Beta Manufacturing,2025-12-22,25,592.5
SKU-074,Gamma Tools,2025-12-22,25,592.5
SKU-074,Delta Corp,2025-12-22,15,355.5
SKU-074,Alfa Industries,2025-12-29,34,805.8
SKU-074,Beta Manufacturing,2025-12-29,23,545.1
SKU-074,Gamma Tools,2025-12-29,17,402.9
SKU-074,Delta Corp,2025-12-29,12,284.4
SKU-074,Alfa Industries,2026-01-05,47,1113.9
SKU-074,Beta Manufacturing,2026-01-05,28,663.6
SKU-074,Gamma Tools,2026-01-05,23,545.1
SKU-074,Delta Corp,2026-01-05,9,213.3
SKU-074,Alfa Industries,2026-01-12,50,1185.0
SKU-074,Beta Manufacturing,2026-01-12,31,734.7
SKU-074,Gamma Tools,2026-01-12,22,521.4
SKU-074,Delta Corp,2026-01-12,13,308.1
SKU-074,Alfa Industries,2026-01-19,70,1659.0
SKU-074,Beta Manufacturing,2026-01-19,38,900.6
SKU-074,Gamma Tools,2026-01-19,35,829.5
SKU-074,Delta Corp,2026-01-19,11,260.7
SKU-074,Alfa Industries,2026-01-26,45,1066.5
SKU-074,Beta Manufacturing,2026-01-26,39,924.3
SKU-074,Gamma Tools,2026-01-26,32,758.4
SKU-074,Delta Corp,2026-01-26,11,260.7
SKU-074,Alfa Industries,2026-02-02,40,948.0
SKU-074,Beta Manufacturing,2026-02-02,37,876.9
SKU-074,Gamma Tools,2026-02-02,24,568.8
SKU-074,Delta Corp,2026-02-02,11,260.7
SKU-074,Alfa Industries,2026-02-09,51,1208.7
SKU-074,Beta Manufacturing,2026-02-09,35,829.5
SKU-074,Gamma Tools,2026-02-09,22,521.4
SKU-074,Delta Corp,2026-02-09,24,568.8
SKU-074,Alfa Industries,2026-02-16,42,995.4
SKU-074,Beta Manufacturing,2026-02-16,37,876.9
SKU-074,Gamma Tools,2026-02-16,23,545.1
SKU-074,Delta Corp,2026-02-16,7,165.9
SKU-074,Alfa Industries,2026-02-23,49,1161.3
SKU-074,Beta Manufacturing,2026-02-23,36,853.2
SKU-074,Gamma Tools,2026-02-23,19,450.3
SKU-074,Delta Corp,2026-02-23,17,402.9
SKU-074,Alfa Industries,2026-03-02,52,1232.4
SKU-074,Beta Manufacturing,2026-03-02,38,900.6
SKU-074,Gamma Tools,2026-03-02,26,616.2
SKU-074,Delta Corp,2026-03-02,4,94.8
SKU-075,Alfa Industries,2025-03-10,166,173229.3
SKU-075,Beta Manufacturing,2025-03-10,124,129400.2
SKU-075,Gamma Tools,2025-03-10,69,72004.95
SKU-075,Delta Corp,2025-03-10,25,26088.75
SKU-075,Alfa Industries,2025-03-17,213,222276.15
SKU-075,Beta Manufacturing,2025-03-17,145,151314.75
SKU-075,Gamma Tools,2025-03-17,99,103311.45
SKU-075,Delta Corp,2025-03-17,32,33393.6
SKU-075,Alfa Industries,2025-03-24,215,224363.25
SKU-075,Beta Manufacturing,2025-03-24,148,154445.4
SKU-075,Gamma Tools,2025-03-24,73,76179.15
SKU-075,Delta Corp,2025-03-24,48,50090.4
SKU-075,Alfa Industries,2025-03-31,163,170098.65
SKU-075,Beta Manufacturing,2025-03-31,120,125226.0
SKU-075,Gamma Tools,2025-03-31,120,125226.0
SKU-075,Delta Corp,2025-03-31,31,32350.05
SKU-075,Alfa Industries,2025-04-07,190,198274.5
SKU-075,Beta Manufacturing,2025-04-07,147,153401.85
SKU-075,Gamma Tools,2025-04-07,141,147140.55
SKU-075,Alfa Industries,2025-04-14,186,194100.3
SKU-075,Beta Manufacturing,2025-04-14,155,161750.25
SKU-075,Gamma Tools,2025-04-14,95,99137.25
SKU-075,Delta Corp,2025-04-14,100,104355.0
SKU-075,Alfa Industries,2025-04-21,224,233755.2
SKU-075,Beta Manufacturing,2025-04-21,133,138792.15
SKU-075,Gamma Tools,2025-04-21,88,91832.4
SKU-075,Delta Corp,2025-04-21,55,57395.25
SKU-075,Alfa Industries,2025-04-28,206,214971.3
SKU-075,Beta Manufacturing,2025-04-28,151,157576.05
SKU-075,Gamma Tools,2025-04-28,116,121051.8
SKU-075,Delta Corp,2025-04-28,70,73048.5
SKU-075,Alfa Industries,2025-05-05,165,172185.75
SKU-075,Beta Manufacturing,2025-05-05,132,137748.6
SKU-075,Gamma Tools,2025-05-05,99,103311.45
SKU-075,Delta Corp,2025-05-05,33,34437.15
SKU-075,Alfa Industries,2025-05-12,174,181577.7
SKU-075,Beta Manufacturing,2025-05-12,143,149227.65
SKU-075,Gamma Tools,2025-05-12,132,137748.6
SKU-075,Delta Corp,2025-05-12,68,70961.4
SKU-075,Alfa Industries,2025-05-19,138,144009.9
SKU-075,Beta Manufacturing,2025-05-19,113,117921.15
SKU-075,Gamma Tools,2025-05-19,72,75135.6
SKU-075,Delta Corp,2025-05-19,52,54264.6
SKU-075,Alfa Industries,2025-05-26,212,221232.6
SKU-075,Beta Manufacturing,2025-05-26,122,127313.1
SKU-075,Gamma Tools,2025-05-26,118,123138.9
SKU-075,Delta Corp,2025-05-26,80,83484.0
SKU-075,Alfa Industries,2025-06-02,143,149227.65
SKU-075,Beta Manufacturing,2025-06-02,78,81396.9
SKU-075,Gamma Tools,2025-06-02,75,78266.25
SKU-075,Delta Corp,2025-06-02,55,57395.25
SKU-075,Alfa Industries,2025-06-09,158,164880.9
SKU-075,Beta Manufacturing,2025-06-09,101,105398.55
SKU-075,Gamma Tools,2025-06-09,66,68874.3
SKU-075,Delta Corp,2025-06-09,40,41742.0
SKU-075,Alfa Industries,2025-06-16,182,189926.1
SKU-075,Beta Manufacturing,2025-06-16,159,165924.45
SKU-075,Gamma Tools,2025-06-16,90,93919.5
SKU-075,Delta Corp,2025-06-16,20,20871.0
SKU-075,Alfa Industries,2025-06-23,167,174272.85
SKU-075,Beta Manufacturing,2025-06-23,112,116877.6
SKU-075,Gamma Tools,2025-06-23,82,85571.1
SKU-075,Delta Corp,2025-06-23,26,27132.3
SKU-075,Alfa Industries,2025-06-30,166,173229.3
SKU-075,Beta Manufacturing,2025-06-30,119,124182.45
SKU-075,Gamma Tools,2025-06-30,85,88701.75
SKU-075,Delta Corp,2025-06-30,84,87658.2
SKU-075,Alfa Industries,2025-07-07,166,173229.3
SKU-075,Beta Manufacturing,2025-07-07,132,137748.6
SKU-075,Gamma Tools,2025-07-07,90,93919.5
SKU-075,Delta Corp,2025-07-07,7,7304.85
SKU-075,Alfa Industries,2025-07-14,172,179490.6
SKU-075,Beta Manufacturing,2025-07-14,129,134617.95
SKU-075,Gamma Tools,2025-07-14,93,97050.15
SKU-075,Delta Corp,2025-07-14,61,63656.55
SKU-075,Alfa Industries,2025-07-21,230,240016.5
SKU-075,Beta Manufacturing,2025-07-21,190,198274.5
SKU-075,Gamma Tools,2025-07-21,108,112703.4
SKU-075,Delta Corp,2025-07-21,50,52177.5
SKU-075,Alfa Industries,2025-07-28,158,164880.9
SKU-075,Beta Manufacturing,2025-07-28,111,115834.05
SKU-075,Gamma Tools,2025-07-28,81,84527.55
SKU-075,Delta Corp,2025-07-28,35,36524.25
SKU-075,Alfa Industries,2025-08-04,185,193056.75
SKU-075,Beta Manufacturing,2025-08-04,135,140879.25
SKU-075,Gamma Tools,2025-08-04,75,78266.25
SKU-075,Delta Corp,2025-08-04,51,53221.05
SKU-075,Alfa Industries,2025-08-11,235,245234.25
SKU-075,Beta Manufacturing,2025-08-11,159,165924.45
SKU-075,Gamma Tools,2025-08-11,101,105398.55
SKU-075,Delta Corp,2025-08-11,48,50090.4
SKU-075,Alfa Industries,2025-08-18,169,176359.95
SKU-075,Beta Manufacturing,2025-08-18,142,148184.1
SKU-075,Gamma Tools,2025-08-18,98,102267.9
SKU-075,Delta Corp,2025-08-18,38,39654.9
SKU-075,Alfa Industries,2025-08-25,128,133574.4
SKU-075,Beta Manufacturing,2025-08-25,96,100180.8
SKU-075,Gamma Tools,2025-08-25,70,73048.5
SKU-075,Delta Corp,2025-08-25,22,22958.1
SKU-075,Alfa Industries,2025-09-01,160,166968.0
SKU-075,Beta Manufacturing,2025-09-01,121,126269.55
SKU-075,Gamma Tools,2025-09-01,77,80353.35
SKU-075,Delta Corp,2025-09-01,30,31306.5
SKU-075,Alfa Industries,2025-09-08,230,240016.5
SKU-075,Beta Manufacturing,2025-09-08,138,144009.9
SKU-075,Gamma Tools,2025-09-08,107,111659.85
SKU-075,Delta Corp,2025-09-08,37,38611.35
SKU-075,Alfa Industries,2025-09-15,183,190969.65
SKU-075,Beta Manufacturing,2025-09-15,151,157576.05
SKU-075,Gamma Tools,2025-09-15,77,80353.35
SKU-075,Delta Corp,2025-09-15,71,74092.05
SKU-075,Alfa Industries,2025-09-22,217,226450.35
SKU-075,Beta Manufacturing,2025-09-22,161,168011.55
SKU-075,Gamma Tools,2025-09-22,124,129400.2
SKU-075,Delta Corp,2025-09-22,35,36524.25
SKU-075,Alfa Industries,2025-09-29,204,212884.2
SKU-075,Beta Manufacturing,2025-09-29,178,185751.9
SKU-075,Gamma Tools,2025-09-29,121,126269.55
SKU-075,Delta Corp,2025-09-29,35,36524.25
SKU-075,Alfa Industries,2025-10-06,204,212884.2
SKU-075,Beta Manufacturing,2025-10-06,139,145053.45
SKU-075,Gamma Tools,2025-10-06,76,79309.8
SKU-075,Delta Corp,2025-10-06,52,54264.6
SKU-075,Alfa Industries,2025-10-13,194,202448.7
SKU-075,Beta Manufacturing,2025-10-13,147,153401.85
SKU-075,Gamma Tools,2025-10-13,102,106442.1
SKU-075,Delta Corp,2025-10-13,41,42785.55
SKU-075,Alfa Industries,2025-10-20,204,212884.2
SKU-075,Beta Manufacturing,2025-10-20,160,166968.0
SKU-075,Gamma Tools,2025-10-20,92,96006.6
SKU-075,Delta Corp,2025-10-20,134,139835.7
SKU-075,Alfa Industries,2025-10-27,183,190969.65
SKU-075,Beta Manufacturing,2025-10-27,143,149227.65
SKU-075,Gamma Tools,2025-10-27,64,66787.2
SKU-075,Delta Corp,2025-10-27,13,13566.15
SKU-075,Alfa Industries,2025-11-03,229,238972.95
SKU-075,Beta Manufacturing,2025-11-03,182,189926.1
SKU-075,Gamma Tools,2025-11-03,109,113746.95
SKU-075,Delta Corp,2025-11-03,56,58438.8
SKU-075,Alfa Industries,2025-11-10,180,187839.0
SKU-075,Beta Manufacturing,2025-11-10,168,175316.4
SKU-075,Gamma Tools,2025-11-10,86,89745.3
SKU-075,Delta Corp,2025-11-10,83,86614.65
SKU-075,Alfa Industries,2025-11-17,257,268192.35
SKU-075,Beta Manufacturing,2025-11-17,206,214971.3
SKU-075,Gamma Tools,2025-11-17,143,149227.65
SKU-075,Delta Corp,2025-11-17,62,64700.1
SKU-075,Alfa Industries,2025-11-24,186,194100.3
SKU-075,Beta Manufacturing,2025-11-24,139,145053.45
SKU-075,Gamma Tools,2025-11-24,100,104355.0
SKU-075,Delta Corp,2025-11-24,27,28175.85
SKU-075,Alfa Industries,2025-12-01,221,230624.55
SKU-075,Beta Manufacturing,2025-12-01,133,138792.15
SKU-075,Gamma Tools,2025-12-01,102,106442.1
SKU-075,Delta Corp,2025-12-01,105,109572.75
SKU-075,Alfa Industries,2025-12-08,229,238972.95
SKU-075,Beta Manufacturing,2025-12-08,152,158619.6
SKU-075,Gamma Tools,2025-12-08,83,86614.65
SKU-075,Delta Corp,2025-12-08,73,76179.15
SKU-075,Alfa Industries,2025-12-15,190,198274.5
SKU-075,Beta Manufacturing,2025-12-15,122,127313.1
SKU-075,Gamma Tools,2025-12-15,77,80353.35
SKU-075,Delta Corp,2025-12-15,58,60525.9
SKU-075,Alfa Industries,2025-12-22,221,230624.55
SKU-075,Beta Manufacturing,2025-12-22,167,174272.85
SKU-075,Gamma Tools,2025-12-22,100,104355.0
SKU-075,Delta Corp,2025-12-22,55,57395.25
SKU-075,Alfa Industries,2025-12-29,248,258800.4
SKU-075,Beta Manufacturing,2025-12-29,153,159663.15
SKU-075,Gamma Tools,2025-12-29,109,113746.95
SKU-075,Delta Corp,2025-12-29,14,14609.7
SKU-075,Alfa Industries,2026-01-05,197,205579.35
SKU-075,Beta Manufacturing,2026-01-05,133,138792.15
SKU-075,Gamma Tools,2026-01-05,76,79309.8
SKU-075,Delta Corp,2026-01-05,71,74092.05
SKU-075,Alfa Industries,2026-01-12,172,179490.6
SKU-075,Beta Manufacturing,2026-01-12,139,145053.45
SKU-075,Gamma Tools,2026-01-12,85,88701.75
SKU-075,Delta Corp,2026-01-12,31,32350.05
SKU-075,Alfa Industries,2026-01-19,210,219145.5
SKU-075,Beta Manufacturing,2026-01-19,149,155488.95
SKU-075,Gamma Tools,2026-01-19,91,94963.05
SKU-075,Delta Corp,2026-01-19,12,12522.6
SKU-075,Alfa Industries,2026-01-26,219,228537.45
SKU-075,Beta Manufacturing,2026-01-26,146,152358.3
SKU-075,Gamma Tools,2026-01-26,92,96006.6
SKU-075,Delta Corp,2026-01-26,8,8348.4
SKU-075,Alfa Industries,2026-02-02,228,237929.4
SKU-075,Beta Manufacturing,2026-02-02,150,156532.5
SKU-075,Gamma Tools,2026-02-02,119,124182.45
SKU-075,Delta Corp,2026-02-02,16,16696.8
SKU-075,Alfa Industries,2026-02-09,194,202448.7
SKU-075,Beta Manufacturing,2026-02-09,117,122095.35
SKU-075,Gamma Tools,2026-02-09,101,105398.55
SKU-075,Delta Corp,2026-02-09,78,81396.9
SKU-075,Alfa Industries,2026-02-16,223,232711.65
SKU-075,Beta Manufacturing,2026-02-16,178,185751.9
SKU-075,Gamma Tools,2026-02-16,123,128356.65
SKU-075,Delta Corp,2026-02-16,47,49046.85
SKU-075,Alfa Industries,2026-02-23,315,328718.25
SKU-075,Beta Manufacturing,2026-02-23,174,181577.7
SKU-075,Gamma Tools,2026-02-23,126,131487.3
SKU-075,Delta Corp,2026-02-23,41,42785.55
SKU-075,Alfa Industries,2026-03-02,231,241060.05
SKU-075,Beta Manufacturing,2026-03-02,161,168011.55
SKU-075,Gamma Tools,2026-03-02,80,83484.0
SKU-075,Delta Corp,2026-03-02,58,60525.9
SKU-076,Alfa Industries,2025-03-10,37,33470.94
SKU-076,Beta Manufacturing,2025-03-10,40,36184.8
SKU-076,Gamma Tools,2025-03-10,23,20806.26
SKU-076,Delta Corp,2025-03-10,17,15378.54
SKU-076,Alfa Industries,2025-03-17,70,63323.4
SKU-076,Beta Manufacturing,2025-03-17,48,43421.76
SKU-076,Gamma Tools,2025-03-17,29,26233.98
SKU-076,Delta Corp,2025-03-17,19,17187.78
SKU-076,Alfa Industries,2025-03-24,63,56991.06
SKU-076,Beta Manufacturing,2025-03-24,49,44326.38
SKU-076,Gamma Tools,2025-03-24,23,20806.26
SKU-076,Delta Corp,2025-03-24,24,21710.88
SKU-076,Alfa Industries,2025-03-31,43,38898.66
SKU-076,Beta Manufacturing,2025-03-31,37,33470.94
SKU-076,Gamma Tools,2025-03-31,19,17187.78
SKU-076,Delta Corp,2025-03-31,11,9950.82
SKU-076,Alfa Industries,2025-04-07,45,40707.9
